"RW:avgAct_d"	"RW:avgAct_n"	"RW:avgWak_d"	"RW:avgWak_n"	"RW:slpBout_d"	"RW:slpBout_n"	"RW:slpLtcy_d"	"RW:slpLtcy_n"	"RW:slpLen_d"	"RW:slpLen_n"	"RW:slp_d"	"RW:slp_n"	"On:mean:STIM"	"On:mean:POST"	"On:mean:STIM1"	"On:mean:POST1"	"On:mean:STIM-POST"	"On:mean:STIM5"	"Off:mean:STIM"	"Off:mean:POST"	"Off:mean:STIM1"	"Off:mean:POST1"	"Off:mean:STIM-POST"	"Off:mean:STIM5"
"Clindamycin·HCl"	0.103695548048399	0.809593210826126	0.0605494242594723	0.328058812644602	0.594166521994626	0.89038080422438	0.162161822934135	-0.203154158119297	-0.733052869259758	-0.777864433984438	-0.0469577891401124	-0.691964196893337	0.0408956364175218	-0.0754469396010007	0.311340183364208	0.234967766785356	0.0489648617575135	-0.564901795796218	-0.0353786457441658	-0.165436620147765	0.666285135643141	-0.494454715248029	0.0197208194728154	0.240513346975722
"Pimozide"	-4.57979389296018	-7.58916151661024	-0.781954598456971	-5.90610736333042	-5.39026553953926	-7.87062377124606	-1.87466816565151	-2.8825176429394	4.44612003658705	1.806382296147	7.98786147904447	8.57597709914156	0.678212383835221	1.84818342959222	0.70592411029258	2.30802340847462	0.346841940421982	0.507531329218526	0.346115841510292	0.934950645681581	0.820062403451861	1.07535638252062	0.0662522034965957	-0.00216215696973572
"Flecainide Acetate"	-1.29968962598938	-0.588960495753154	-0.277314805347193	0.591564066301305	0.449138238231188	-3.14784479033909	0.184896954196062	-0.173861751111795	0.536448790985656	2.88487508652224	2.01974508549366	2.16211958307178	0.0598999593019836	0.708876359168699	-0.0139264750440891	0.145508426742295	-0.0829340888545642	0.313699265459206	-0.182549499774395	0.239313011430502	-0.396818812542179	-0.0137879601791551	-0.5115803960808	-0.0925792676602918
"(S)-Timolol Maleate"	-1.64308897182922	-1.31239339544416	-1.48983079493656	-0.93857086105511	0.272065007415286	-0.63100303024657	-4.82163733276644e-17	-0.21355404184201	0.483508855874735	0.80736396371234	1.30169198244058	0.86986617483687	-0.150300260865155	0.771527183093414	-0.191831824911453	0.472207891672137	-0.236290332371178	-0.151966100592736	-0.387791475521984	-0.606594328487391	0.789916226302884	-0.604875658840972	-0.275938145698477	-0.155184023041372
"Ivermectin"	-5.63213545316713	-9.64370727106453	-0.684680560588996	-15.3148111916571	-9.26525319757942	-15.7257336657462	-2.26012259903916	-7.52461050288562	11.2735704608102	NA	11.1059569967168	10.7826890771602	-1.42554422681892	-4.00192076148824	-1.20177256244317	-3.18982912403648	-1.16717218465327	-0.606275547540829	-1.97269828108201	-1.49689901054774	-2.35832483634697	-1.62745389257609	-2.12218489194859	-1.30646596027417
"Aminophylline"	-0.915299638468715	-0.374883749362714	-0.313613248964492	-0.109203589589411	0.126842841101425	-0.0466246340713291	0.114574114789121	-1.41173738753168	0.523969361782243	0.427873680687433	1.05904017862976	0.447302160325741	0.216980395723822	0.753732972030847	0.0436195176715027	0.340076145940427	0.159057276415718	-0.542564310945112	0.374270125784411	0.828640813194575	0.793891538919921	0.626131346983477	0.120948040241734	-0.0233564786635316
"Promethazine·HCl"	-1.28035060512766	-0.515330027363882	-3.42498563508262	-0.875279239232066	3.21615068606012	0.0231800491125893	0.829763657404874	-4.74216522775575	-3.24941831538641	0.933829315527164	-1.45182556091679	1.11737134167746	1.27749016345201	0.416861261681235	0.680888642842271	0.242534704791422	1.29602534863925	1.85264004866352	-0.525081009859239	-0.531147341668123	-0.0660692153694602	-0.0216469927868207	-0.486044491735935	-1.00573549666567
"Famotidine"	0.120925814681873	-0.914693337811527	0.0453265697793591	-0.691064059737299	0.870046170213667	-0.0520972331866097	0.16162266333886	-2.46129642920056	-0.0243376617375379	0.0420296939237465	0.162887059393277	0.756901885604994	-0.0758203514005204	0.216067936598127	-0.307292994028162	0.990911533011631	-0.119456852604984	-0.207349497910143	-0.286032166421663	-0.0409315320046596	-0.00161283640630319	0.131848503685376	-0.340053410666438	-1.02995018033679
"Felbamate"	-1.0109168273647	-1.35289004314738	-0.89792867456141	-0.596918934496818	1.23826083932192	-0.0293186917213888	0.77370474590893	-1.89431519172012	-0.0441017537685183	0.115709997768071	0.717189281723977	0.680614911483231	0.151691208759964	0.481876156956922	-0.293147478421571	0.765892781323528	0.030997290311525	0.0137932529053807	-0.453618585531998	-0.0834739990371582	-0.413171906667875	-0.762863322323727	-0.547384421883481	-0.119873935298844
"Loperamide·HCl"	-1.57566565345553	-2.15560677766629	-0.161451278401093	-0.0782904658819795	2.45228790279061	-0.288336235877019	0.784770474015765	-2.42498825322441	-0.252482729518254	0.871753047596566	1.17946909737293	3.11944493286568	0.216274463036303	3.13000244515567	-0.179539090077138	4.52822615400576	-0.0251268639124377	-0.0422427690311358	0.286206387139586	0.62518859079288	0.580580131712031	1.62880739418518	0.207648179503757	-0.0261817205410838
"Rosiglitazone"	0.152420931554076	0.190313572348579	-0.310994496139907	0.458391776693247	2.90149487456855	-0.198856803499126	-0.150417739473668	-5.66416402640828	0.284108324565581	0.393827549954824	-0.0617146460108088	0.174860704593919	2.37590947580006	3.20445539558123	0.440023437562315	3.90738930897568	1.607710876563	1.24586744530477	-0.170883641196801	0.17771325307516	0.0198525605507958	0.820896119694926	-0.250134697698379	-1.02995018033679
"Salbutamol Hemisulfate"	-0.294137907919373	-0.814395596906513	-0.894586855839243	-0.0899081668276002	2.04332708735547	-0.187176789092569	0.347663920662221	-0.644572469757435	-1.06732217095916	0.295109475336813	0.134580097686346	0.922187475115125	-0.496638559173439	0.00256177516054868	-0.649658112835174	1.1495370573091	-0.571935742082579	-0.483883572759568	-0.468655698309433	-0.337396912720045	-0.101068310961921	-0.0993690714189518	-0.468289749971964	-0.249211048491886
"Haloperidol"	-2.76349938428727	-4.60920836368145	-1.02458239922096	-8.22580544176851	-1.22229353799123	-3.87484216270292	-0.596029209159549	-5.31887786256598	3.46400040798034	2.98763508113421	3.74790586376402	4.05232510047434	2.07101371627747	0.956758250912096	2.14796253300154	1.10823651965503	1.68433362708807	0.696845070896036	0.307020174361115	0.967334918302958	0.738275337528095	0.71208051844327	0.178301716918128	0.5230296053974
"Nateglinide"	1.37534997569867	2.09736442678502	0.318710478017828	-0.0121363765806819	0.382318026170566	2.25411801334386	0.843390495040774	0.209619629076517	-1.21265439173871	-2.48810535196774	-0.674311398158856	-2.75442481157843	0.875140116093091	0.580964975604865	0.374524376121168	0.980438600711305	0.813066951212388	0.26670366838734	0.105628662660509	0.530885068304102	0.199050629103509	0.365080002328768	0.0138214410708731	-0.0143551869083724
"Spectinomycin·2HCl Pentahydrate"	0.727601091178201	0.126256495305103	1.86719820608144	0.70312510625664	-1.34928012293314	0.137827458223779	0.0317561198503519	0.3208119186428	0.749616012009266	0.163244278585604	0.190678674887113	0.057606862419674	1.12765297212794	1.35624460929815	0.743429786525375	1.04756904468428	0.926559506977465	0.430914411200149	0.192744441782957	0.403452138401595	0.548665647575018	0.177981919168507	0.100100062818117	0.473957169199421
"Phenytoin"	-0.0924046942835029	-0.286552261795107	0.58985893801194	-0.344191344362187	-0.267014464048372	0.507555937430097	-1.10886107538118	0.431544887865264	1.50667019725539	-0.0275672130756197	1.52497519116235	0.259494527241355	1.56339640568122	1.33068464455176	0.804304285158579	1.65256693537462	1.51861339218818	1.10492685932465	0.472731711779085	0.210620151370301	0.821606155936765	0.0746201426684045	0.467123132085402	-0.0977354218386961
"Emtricitabine"	-0.0956271199714521	0.339469458480385	0.525052483574493	0.563613763566079	-0.0538555060365679	0.863732830534454	-0.987323130973669	0.393263642452386	0.584908428969377	-0.481325077860862	0.776675997727896	0.0380070631213527	1.96512266292479	1.12613340462234	1.29235465189806	1.24750961097899	1.55751729672477	0.241660465178838	0.588096059781719	0.423356871255243	0.71041159380291	0.316497147562634	0.598339884538542	0.639631050646904
